,temperature,humidity,P1,P2,timestamp_new
17709,29.0,,,,2023-02-12 08:57:33+00:00
17715,29.0,,,,2023-02-12 09:00:14+00:00
17719,29.0,,,,2023-02-12 09:02:54+00:00
17723,29.0,,,,2023-02-12 09:05:35+00:00
17725,29.0,,,,2023-02-12 09:08:14+00:00
17729,29.0,,,,2023-02-12 09:10:55+00:00
17735,29.0,,,,2023-02-12 09:13:35+00:00
17737,29.0,,,,2023-02-12 09:16:15+00:00
17743,29.0,,,,2023-02-12 09:18:55+00:00
17747,29.0,,,,2023-02-12 09:21:35+00:00
17749,30.0,,,,2023-02-12 09:24:15+00:00
17753,30.0,,,,2023-02-12 09:26:55+00:00
17757,30.0,,,,2023-02-12 09:29:35+00:00
17763,30.0,,,,2023-02-12 09:32:16+00:00
17767,30.0,,,,2023-02-12 09:34:56+00:00
17771,30.0,,,,2023-02-12 09:37:36+00:00
17773,31.0,,,,2023-02-12 09:40:16+00:00
17779,31.0,,,,2023-02-12 09:42:56+00:00
17783,31.0,,,,2023-02-12 09:45:37+00:00
17785,31.0,,,,2023-02-12 09:48:17+00:00
17789,31.0,,,,2023-02-12 09:50:57+00:00
17793,31.0,,,,2023-02-12 09:53:37+00:00
17799,31.0,,,,2023-02-12 09:56:17+00:00
17801,31.0,,,,2023-02-12 09:58:57+00:00
17805,32.0,,,,2023-02-12 10:01:38+00:00
17811,32.0,,,,2023-02-12 10:04:17+00:00
17813,32.0,,,,2023-02-12 10:06:58+00:00
17819,32.0,,,,2023-02-12 10:09:38+00:00
17821,32.0,,,,2023-02-12 10:12:18+00:00
17827,31.0,,,,2023-02-12 10:14:58+00:00
17831,31.0,,,,2023-02-12 10:17:38+00:00
17835,32.0,,,,2023-02-12 10:20:19+00:00
17839,32.0,,,,2023-02-12 10:22:59+00:00
17841,32.0,,,,2023-02-12 10:25:39+00:00
17845,33.0,,,,2023-02-12 10:28:19+00:00
17851,33.0,,,,2023-02-12 10:30:59+00:00
17853,33.0,,,,2023-02-12 10:33:39+00:00
17859,34.0,,,,2023-02-12 10:36:19+00:00
17863,34.0,,,,2023-02-12 10:39:00+00:00
17867,34.0,,,,2023-02-12 10:41:40+00:00
17869,34.0,,,,2023-02-12 10:44:19+00:00
17873,34.0,,,,2023-02-12 10:47:00+00:00
17877,34.0,,,,2023-02-12 10:49:40+00:00
17881,34.0,,,,2023-02-12 10:52:20+00:00
17887,34.0,,,,2023-02-12 10:55:00+00:00
17889,34.0,,,,2023-02-12 10:57:41+00:00
17893,33.0,,,,2023-02-12 11:00:21+00:00
17899,33.0,,,,2023-02-12 11:03:02+00:00
17903,33.0,,,,2023-02-12 11:05:41+00:00
17905,33.0,,,,2023-02-12 11:08:21+00:00
17911,33.0,,,,2023-02-12 11:11:01+00:00
17915,33.0,,,,2023-02-12 11:13:41+00:00
17919,33.0,,,,2023-02-12 11:16:22+00:00
17923,33.0,,,,2023-02-12 11:19:01+00:00
17927,33.0,,,,2023-02-12 11:21:42+00:00
17929,33.0,,,,2023-02-12 11:24:22+00:00
17935,33.0,,,,2023-02-12 11:27:02+00:00
17937,33.0,,,,2023-02-12 11:29:43+00:00
17943,33.0,,,,2023-02-12 11:32:22+00:00
17945,32.0,,,,2023-02-12 11:35:03+00:00
17949,33.0,,,,2023-02-12 11:37:43+00:00
17955,33.0,,,,2023-02-12 11:40:22+00:00
17959,34.0,,,,2023-02-12 11:52:21+00:00
17963,34.0,,,,2023-02-12 11:55:02+00:00
17965,34.0,,,,2023-02-12 11:57:39+00:00
17971,35.0,,,,2023-02-12 12:00:20+00:00
17973,35.0,,,,2023-02-12 12:03:00+00:00
17979,35.0,,,,2023-02-12 12:05:41+00:00
17981,34.0,,,,2023-02-12 12:08:21+00:00
17985,34.0,,,,2023-02-12 12:11:01+00:00
17991,34.0,,,,2023-02-12 12:13:41+00:00
17995,34.0,,,,2023-02-12 12:16:21+00:00
17999,34.0,,,,2023-02-12 12:19:01+00:00
18003,34.0,,,,2023-02-12 12:21:41+00:00
18007,34.0,,,,2023-02-12 12:24:22+00:00
18011,34.0,,,,2023-02-12 12:27:01+00:00
18013,35.0,,,,2023-02-12 12:29:42+00:00
18019,35.0,,,,2023-02-12 12:32:22+00:00
18021,35.0,,,,2023-02-12 12:35:01+00:00
18025,36.0,,,,2023-02-12 12:37:42+00:00
18031,36.0,,,,2023-02-12 12:40:23+00:00
18033,36.0,,,,2023-02-12 12:43:02+00:00
18037,36.0,,,,2023-02-12 12:45:43+00:00
18043,36.0,,,,2023-02-12 12:48:24+00:00
18045,35.0,,,,2023-02-12 12:51:03+00:00
18049,35.0,,,,2023-02-12 12:53:43+00:00
18055,34.0,,,,2023-02-12 12:56:23+00:00
18057,34.0,,,,2023-02-12 12:59:03+00:00
18061,34.0,,,,2023-02-12 13:01:44+00:00
18067,33.0,,,,2023-02-12 13:04:23+00:00
18069,33.0,,,,2023-02-12 13:07:04+00:00
18075,33.0,,,,2023-02-12 13:09:44+00:00
18079,32.0,,,,2023-02-12 13:12:09+00:00
18081,32.0,,,,2023-02-12 13:14:49+00:00
18087,32.0,,,,2023-02-12 13:17:28+00:00
18089,32.0,,,,2023-02-12 13:20:09+00:00
18093,32.0,,,,2023-02-12 13:22:49+00:00
18097,32.0,,,,2023-02-12 13:25:29+00:00
18103,33.0,,,,2023-02-12 13:28:09+00:00
18107,33.0,,,,2023-02-12 13:30:49+00:00
18111,33.0,,,,2023-02-12 13:33:30+00:00
18113,33.0,,,,2023-02-12 13:36:10+00:00
18119,33.0,,,,2023-02-12 13:38:50+00:00
18121,34.0,,,,2023-02-12 13:41:29+00:00
18125,35.0,,,,2023-02-12 13:44:10+00:00
18131,35.0,,,,2023-02-12 13:46:51+00:00
18133,35.0,,,,2023-02-12 13:49:30+00:00
18139,36.0,,,,2023-02-12 13:52:11+00:00
18141,37.0,,,,2023-02-12 13:54:50+00:00
18147,38.0,,,,2023-02-12 13:57:31+00:00
18151,38.0,,,,2023-02-12 14:00:12+00:00
18155,37.0,,,,2023-02-12 14:02:51+00:00
18159,38.0,,,,2023-02-12 14:05:31+00:00
18161,38.0,,,,2023-02-12 14:08:11+00:00
18165,38.0,,,,2023-02-12 14:10:51+00:00
18171,38.0,,,,2023-02-12 14:13:32+00:00
18175,38.0,,,,2023-02-12 14:16:22+00:00
18179,39.0,,,,2023-02-12 14:18:52+00:00
18183,39.0,,,,2023-02-12 14:21:32+00:00
18185,39.0,,,,2023-02-12 14:24:12+00:00
18191,38.0,,,,2023-02-12 14:26:52+00:00
18193,37.0,,,,2023-02-12 14:29:32+00:00
18199,36.0,,,,2023-02-12 14:32:13+00:00
18201,35.0,,,,2023-02-12 14:34:53+00:00
18205,34.0,,,,2023-02-12 14:37:33+00:00
18209,33.0,,,,2023-02-12 14:40:13+00:00
18213,32.0,,,,2023-02-12 14:42:53+00:00
18219,32.0,,,,2023-02-12 14:45:33+00:00
18221,31.0,,,,2023-02-12 14:48:13+00:00
18225,31.0,,,,2023-02-12 14:50:54+00:00
18231,30.0,,,,2023-02-12 14:53:34+00:00
18235,30.0,,,,2023-02-12 14:56:14+00:00
18239,30.0,,,,2023-02-12 14:58:54+00:00
18241,30.0,,,,2023-02-12 15:01:35+00:00
18247,30.0,,,,2023-02-12 15:04:14+00:00
18251,30.0,,,,2023-02-12 15:06:54+00:00
18253,29.0,,,,2023-02-12 15:09:35+00:00
18257,29.0,,,,2023-02-12 15:12:15+00:00
18263,29.0,,,,2023-02-12 15:14:56+00:00
18265,29.0,,,,2023-02-12 15:17:35+00:00
18271,28.0,,,,2023-02-12 15:20:16+00:00
18273,28.0,,,,2023-02-12 15:22:55+00:00
18277,28.0,,,,2023-02-12 15:25:35+00:00
18281,28.0,,,,2023-02-12 15:28:15+00:00
18287,28.0,,,,2023-02-12 15:30:56+00:00
18289,27.0,,,,2023-02-12 15:33:37+00:00
18295,27.0,,,,2023-02-12 15:36:16+00:00
18299,27.0,,,,2023-02-12 15:38:57+00:00
18301,27.0,,,,2023-02-12 15:41:37+00:00
18307,27.0,,,,2023-02-12 15:44:17+00:00
18311,26.0,,,,2023-02-12 15:46:57+00:00
18315,26.0,,,,2023-02-12 15:49:38+00:00
18317,26.0,,,,2023-02-12 15:52:17+00:00
18323,26.0,,,,2023-02-12 15:54:57+00:00
18325,26.0,,,,2023-02-12 15:57:37+00:00
18329,26.0,,,,2023-02-12 16:00:18+00:00
18333,25.0,,,,2023-02-12 16:02:58+00:00
18339,25.0,,,,2023-02-12 16:05:39+00:00
18343,25.0,,,,2023-02-12 16:08:18+00:00
18345,25.0,,,,2023-02-12 16:10:58+00:00
18351,25.0,,,,2023-02-12 16:13:38+00:00
18353,25.0,,,,2023-02-12 16:16:19+00:00
18357,25.0,,,,2023-02-12 16:18:59+00:00
18361,25.0,,,,2023-02-12 16:21:39+00:00
18365,25.0,,,,2023-02-12 16:24:19+00:00
18371,24.0,,,,2023-02-12 16:27:00+00:00
18375,24.0,,,,2023-02-12 16:29:39+00:00
18377,24.0,,,,2023-02-12 16:32:19+00:00
18381,24.0,,,,2023-02-12 16:35:00+00:00
18385,24.0,,,,2023-02-12 16:37:41+00:00
18389,24.0,,,,2023-02-12 16:40:20+00:00
18393,24.0,,,,2023-02-12 16:43:00+00:00
18399,24.0,,,,2023-02-12 16:45:41+00:00
18401,24.0,,,,2023-02-12 16:48:20+00:00
18407,24.0,,,,2023-02-12 16:51:01+00:00
18409,24.0,,,,2023-02-12 16:53:41+00:00
18415,24.0,,,,2023-02-12 16:56:21+00:00
18419,23.0,,,,2023-02-12 16:59:01+00:00
18421,23.0,,,,2023-02-12 17:01:41+00:00
18425,23.0,,,,2023-02-12 17:04:21+00:00
18429,23.0,,,,2023-02-12 17:07:01+00:00
18433,23.0,,,,2023-02-12 17:09:42+00:00
18439,23.0,,,,2023-02-12 17:12:22+00:00
18441,23.0,,,,2023-02-12 17:15:01+00:00
18447,23.0,,,,2023-02-12 17:17:42+00:00
18449,23.0,,,,2023-02-12 17:20:23+00:00
18455,23.0,,,,2023-02-12 17:23:02+00:00
18459,22.0,,,,2023-02-12 17:25:42+00:00
18461,22.0,,,,2023-02-12 17:28:22+00:00
18465,22.0,,,,2023-02-12 17:31:02+00:00
18471,22.0,,,,2023-02-12 17:33:44+00:00
18473,22.0,,,,2023-02-12 17:36:23+00:00
18477,22.0,,,,2023-02-12 17:39:03+00:00
18483,22.0,,,,2023-02-12 17:41:43+00:00
18485,22.0,,,,2023-02-12 17:44:23+00:00
18489,22.0,,,,2023-02-12 17:47:03+00:00
18493,22.0,,,,2023-02-12 17:49:44+00:00
18497,22.0,,,,2023-02-12 17:52:24+00:00
18501,21.0,,,,2023-02-12 17:55:03+00:00
18505,21.0,,,,2023-02-12 17:57:44+00:00
18511,21.0,,,,2023-02-12 18:00:25+00:00
18513,21.0,,,,2023-02-12 18:03:08+00:00
18517,21.0,,,,2023-02-12 18:05:45+00:00
18521,21.0,,,,2023-02-12 18:08:24+00:00
18525,21.0,,,,2023-02-12 18:11:05+00:00
18531,21.0,,,,2023-02-12 18:13:45+00:00
18533,21.0,,,,2023-02-12 18:16:25+00:00
18539,21.0,,,,2023-02-12 18:19:06+00:00
18541,21.0,,,,2023-02-12 18:21:45+00:00
18545,21.0,,,,2023-02-12 18:24:25+00:00
18551,21.0,,,,2023-02-12 18:27:07+00:00
18553,21.0,,,,2023-02-12 18:29:46+00:00
18557,21.0,,,,2023-02-12 18:32:25+00:00
18563,21.0,,,,2023-02-12 18:35:07+00:00
18565,21.0,,,,2023-02-12 18:37:47+00:00
18569,21.0,,,,2023-02-12 18:40:26+00:00
18575,21.0,,,,2023-02-12 18:43:06+00:00
18577,21.0,,,,2023-02-12 18:45:47+00:00
18581,20.0,,,,2023-02-12 18:48:33+00:00
18585,20.0,,,,2023-02-12 18:51:07+00:00
18591,20.0,,,,2023-02-12 18:53:47+00:00
18595,20.0,,,,2023-02-12 18:56:28+00:00
18599,20.0,,,,2023-02-12 18:59:07+00:00
18601,20.0,,,,2023-02-12 19:01:47+00:00
18605,20.0,,,,2023-02-12 19:04:28+00:00
18611,20.0,,,,2023-02-12 19:07:09+00:00
18613,20.0,,,,2023-02-12 19:09:48+00:00
18617,20.0,,,,2023-02-12 19:12:28+00:00
18621,20.0,,,,2023-02-12 19:15:09+00:00
18625,20.0,,,,2023-02-12 19:17:48+00:00
18631,19.0,,,,2023-02-12 19:20:28+00:00
18635,19.0,,,,2023-02-12 19:23:09+00:00
18637,19.0,,,,2023-02-12 19:25:49+00:00
18641,19.0,,,,2023-02-12 19:28:29+00:00
18647,19.0,,,,2023-02-12 19:31:09+00:00
18651,19.0,,,,2023-02-12 19:33:49+00:00
18655,19.0,,,,2023-02-12 19:36:29+00:00
18659,19.0,,,,2023-02-12 19:39:10+00:00
18663,19.0,,,,2023-02-12 19:41:50+00:00
18667,19.0,,,,2023-02-12 19:44:30+00:00
18669,19.0,,,,2023-02-12 19:47:09+00:00
18675,19.0,,,,2023-02-12 19:49:52+00:00
18679,18.0,,,,2023-02-12 19:52:31+00:00
18681,18.0,,,,2023-02-12 19:55:10+00:00
18687,18.0,,,,2023-02-12 19:57:51+00:00
18689,18.0,,,,2023-02-12 20:00:31+00:00
18695,18.0,,,,2023-02-12 20:03:11+00:00
18697,18.0,,,,2023-02-12 20:05:51+00:00
18701,18.0,,,,2023-02-12 20:08:31+00:00
18707,18.0,,,,2023-02-12 20:11:11+00:00
18709,18.0,,,,2023-02-12 20:13:51+00:00
18715,18.0,,,,2023-02-12 20:16:32+00:00
18717,18.0,,,,2023-02-12 20:19:12+00:00
18721,18.0,,,,2023-02-12 20:21:52+00:00
18727,18.0,,,,2023-02-12 20:24:32+00:00
18729,18.0,,,,2023-02-12 20:27:11+00:00
18733,18.0,,,,2023-02-12 20:29:53+00:00
18737,18.0,,,,2023-02-12 20:32:32+00:00
18743,18.0,,,,2023-02-12 20:35:13+00:00
18745,18.0,,,,2023-02-12 20:37:53+00:00
18751,17.0,,,,2023-02-12 20:40:33+00:00
18753,17.0,,,,2023-02-12 20:43:13+00:00
18759,17.0,,,,2023-02-12 20:45:53+00:00
18763,17.0,,,,2023-02-12 20:48:33+00:00
18767,17.0,,,,2023-02-12 20:51:13+00:00
18769,17.0,,,,2023-02-12 20:53:54+00:00
18773,17.0,,,,2023-02-12 20:56:34+00:00
18777,17.0,,,,2023-02-12 20:59:14+00:00
18783,17.0,,,,2023-02-12 21:01:55+00:00
18787,17.0,,,,2023-02-12 21:04:34+00:00
18791,17.0,,,,2023-02-12 21:07:15+00:00
18793,17.0,,,,2023-02-12 21:09:55+00:00
18797,17.0,,,,2023-02-12 21:12:35+00:00
18803,17.0,,,,2023-02-12 21:15:15+00:00
18807,17.0,,,,2023-02-12 21:17:55+00:00
18811,17.0,,,,2023-02-12 21:20:35+00:00
18815,17.0,,,,2023-02-12 21:23:15+00:00
18817,17.0,,,,2023-02-12 21:25:55+00:00
18821,17.0,,,,2023-02-12 21:28:36+00:00
18827,16.0,,,,2023-02-12 21:31:16+00:00
18829,16.0,,,,2023-02-12 21:33:56+00:00
18833,16.0,,,,2023-02-12 21:36:36+00:00
18837,16.0,,,,2023-02-12 21:39:17+00:00
18841,16.0,,,,2023-02-12 21:41:56+00:00
18847,16.0,,,,2023-02-12 21:44:36+00:00
18851,16.0,,,,2023-02-12 21:47:17+00:00
18853,16.0,,,,2023-02-12 21:49:56+00:00
18857,16.0,,,,2023-02-12 21:52:37+00:00
18863,16.0,,,,2023-02-12 21:55:19+00:00
18867,16.0,,,,2023-02-12 21:57:57+00:00
18871,16.0,,,,2023-02-12 22:00:38+00:00
18873,16.0,,,,2023-02-12 22:03:18+00:00
18877,16.0,,,,2023-02-12 22:05:57+00:00
18881,15.0,,,,2023-02-12 22:08:38+00:00
18885,15.0,,,,2023-02-12 22:11:18+00:00
18891,15.0,,,,2023-02-12 22:13:58+00:00
18893,15.0,,,,2023-02-12 22:16:39+00:00
18897,15.0,,,,2023-02-12 22:19:18+00:00
18901,15.0,,,,2023-02-12 22:21:59+00:00
18907,15.0,,,,2023-02-12 22:24:39+00:00
18909,15.0,,,,2023-02-12 22:27:41+00:00
18915,15.0,,,,2023-02-12 22:28:29+00:00
18919,15.0,,,,2023-02-12 22:29:59+00:00
18921,15.0,,,,2023-02-12 22:32:39+00:00
18925,15.0,,,,2023-02-12 22:35:19+00:00
18931,15.0,,,,2023-02-12 22:38:00+00:00
18935,15.0,,,,2023-02-12 22:40:40+00:00
18939,15.0,,,,2023-02-12 22:43:19+00:00
18941,14.0,,,,2023-02-12 22:46:00+00:00
18945,14.0,,,,2023-02-12 22:48:43+00:00
18949,14.0,,,,2023-02-12 22:51:20+00:00
18953,14.0,,,,2023-02-12 22:54:01+00:00
18959,14.0,,,,2023-02-12 22:56:41+00:00
18963,14.0,,,,2023-02-12 22:59:21+00:00
18965,14.0,,,,2023-02-12 23:02:01+00:00
18971,14.0,,,,2023-02-12 23:04:41+00:00
18973,14.0,,,,2023-02-12 23:07:22+00:00
18979,14.0,,,,2023-02-12 23:10:01+00:00
18981,14.0,,,,2023-02-12 23:12:41+00:00
18987,14.0,,,,2023-02-12 23:15:21+00:00
18991,14.0,,,,2023-02-12 23:18:02+00:00
18995,14.0,,,,2023-02-12 23:20:41+00:00
18997,14.0,,,,2023-02-12 23:23:22+00:00
19003,14.0,,,,2023-02-12 23:26:02+00:00
19007,14.0,,,,2023-02-12 23:28:42+00:00
19011,14.0,,,,2023-02-12 23:31:23+00:00
19015,14.0,,,,2023-02-12 23:34:03+00:00
19019,14.0,,,,2023-02-12 23:36:42+00:00
19023,14.0,,,,2023-02-12 23:39:23+00:00
19025,14.0,,,,2023-02-12 23:42:03+00:00
19031,13.0,,,,2023-02-12 23:44:43+00:00
19033,13.0,,,,2023-02-12 23:47:23+00:00
19039,13.0,,,,2023-02-12 23:50:03+00:00
19043,13.0,,,,2023-02-12 23:52:43+00:00
19045,13.0,,,,2023-02-12 23:55:24+00:00
19051,13.0,,,,2023-02-12 23:58:04+00:00
19053,13.0,,,,2023-02-13 00:00:44+00:00
19057,13.0,,,,2023-02-13 00:03:25+00:00
19063,13.0,,,,2023-02-13 00:06:05+00:00
19067,13.0,,,,2023-02-13 00:08:48+00:00
19071,13.0,,,,2023-02-13 00:11:25+00:00
19075,13.0,,,,2023-02-13 00:14:04+00:00
19077,13.0,,,,2023-02-13 00:16:45+00:00
19083,13.0,,,,2023-02-13 00:19:25+00:00
19085,13.0,,,,2023-02-13 00:22:05+00:00
19091,13.0,,,,2023-02-13 00:24:45+00:00
19095,13.0,,,,2023-02-13 00:27:26+00:00
19097,13.0,,,,2023-02-13 00:30:05+00:00
19103,13.0,,,,2023-02-13 00:32:46+00:00
19105,12.0,,,,2023-02-13 00:35:26+00:00
19111,12.0,,,,2023-02-13 00:38:06+00:00
19115,12.0,,,,2023-02-13 00:40:46+00:00
19119,12.0,,,,2023-02-13 00:43:27+00:00
19121,12.0,,,,2023-02-13 00:46:07+00:00
19125,12.0,,,,2023-02-13 00:48:47+00:00
19129,12.0,,,,2023-02-13 00:51:27+00:00
19135,12.0,,,,2023-02-13 00:54:06+00:00
19139,12.0,,,,2023-02-13 00:56:47+00:00
19141,12.0,,,,2023-02-13 00:59:27+00:00
19145,12.0,,,,2023-02-13 01:02:07+00:00
19151,12.0,,,,2023-02-13 01:04:47+00:00
19153,12.0,,,,2023-02-13 01:07:27+00:00
19157,12.0,,,,2023-02-13 01:10:07+00:00
19161,12.0,,,,2023-02-13 01:12:48+00:00
19165,12.0,,,,2023-02-13 01:15:27+00:00
19169,12.0,,,,2023-02-13 01:18:08+00:00
19173,12.0,,,,2023-02-13 01:20:49+00:00
19177,12.0,,,,2023-02-13 01:23:28+00:00
19181,12.0,,,,2023-02-13 01:26:09+00:00
19185,12.0,,,,2023-02-13 01:28:49+00:00
19189,12.0,,,,2023-02-13 01:31:29+00:00
19195,12.0,,,,2023-02-13 01:34:09+00:00
19197,12.0,,,,2023-02-13 01:36:49+00:00
19203,12.0,,,,2023-02-13 01:39:30+00:00
19207,11.0,,,,2023-02-13 01:42:09+00:00
19209,11.0,,,,2023-02-13 01:44:50+00:00
19213,11.0,,,,2023-02-13 01:47:30+00:00
19217,11.0,,,,2023-02-13 01:50:10+00:00
19221,11.0,,,,2023-02-13 01:52:50+00:00
19225,11.0,,,,2023-02-13 01:55:31+00:00
19231,11.0,,,,2023-02-13 01:58:11+00:00
19233,11.0,,,,2023-02-13 02:00:50+00:00
19237,11.0,,,,2023-02-13 02:03:31+00:00
19241,11.0,,,,2023-02-13 02:06:11+00:00
19247,11.0,,,,2023-02-13 02:09:00+00:00
19249,11.0,,,,2023-02-13 02:11:31+00:00
19255,11.0,,,,2023-02-13 02:14:11+00:00
19257,11.0,,,,2023-02-13 02:16:51+00:00
19261,11.0,,,,2023-02-13 02:19:31+00:00
19267,11.0,,,,2023-02-13 02:22:12+00:00
19271,11.0,,,,2023-02-13 02:24:52+00:00
19275,11.0,,,,2023-02-13 02:27:32+00:00
19277,11.0,,,,2023-02-13 02:30:12+00:00
19283,11.0,,,,2023-02-13 02:32:53+00:00
19285,11.0,,,,2023-02-13 02:35:32+00:00
19291,10.0,,,,2023-02-13 02:38:13+00:00
19293,10.0,,,,2023-02-13 02:40:53+00:00
19299,10.0,,,,2023-02-13 02:43:33+00:00
19301,10.0,,,,2023-02-13 02:46:13+00:00
19307,10.0,,,,2023-02-13 02:49:02+00:00
19309,10.0,,,,2023-02-13 02:51:33+00:00
19315,10.0,,,,2023-02-13 02:54:13+00:00
19317,10.0,,,,2023-02-13 02:56:53+00:00
19321,10.0,,,,2023-02-13 02:59:34+00:00
19325,10.0,,,,2023-02-13 03:02:14+00:00
19329,10.0,,,,2023-02-13 03:04:54+00:00
19335,10.0,,,,2023-02-13 03:07:34+00:00
19339,10.0,,,,2023-02-13 03:10:14+00:00
19343,10.0,,,,2023-02-13 03:12:54+00:00
19347,10.0,,,,2023-02-13 03:15:34+00:00
19351,10.0,,,,2023-02-13 03:18:16+00:00
19355,10.0,,,,2023-02-13 03:20:55+00:00
19357,10.0,,,,2023-02-13 03:23:35+00:00
19363,10.0,,,,2023-02-13 03:26:15+00:00
19367,10.0,,,,2023-02-13 03:28:55+00:00
19369,10.0,,,,2023-02-13 03:31:35+00:00
19375,10.0,,,,2023-02-13 03:34:15+00:00
19379,10.0,,,,2023-02-13 03:36:55+00:00
19381,10.0,,,,2023-02-13 03:39:36+00:00
19387,10.0,,,,2023-02-13 03:42:16+00:00
19391,10.0,,,,2023-02-13 03:44:56+00:00
19393,10.0,,,,2023-02-13 03:47:36+00:00
19397,10.0,,,,2023-02-13 03:50:17+00:00
19401,10.0,,,,2023-02-13 03:52:56+00:00
19407,10.0,,,,2023-02-13 03:55:37+00:00
19409,10.0,,,,2023-02-13 03:58:17+00:00
19413,10.0,,,,2023-02-13 04:00:57+00:00
19417,10.0,,,,2023-02-13 04:03:37+00:00
19421,10.0,,,,2023-02-13 04:06:18+00:00
19425,10.0,,,,2023-02-13 04:09:02+00:00
19429,10.0,,,,2023-02-13 04:11:38+00:00
19435,10.0,,,,2023-02-13 04:14:17+00:00
19437,10.0,,,,2023-02-13 04:16:58+00:00
19441,10.0,,,,2023-02-13 04:19:38+00:00
19447,11.0,,,,2023-02-13 04:22:19+00:00
19451,11.0,,,,2023-02-13 04:24:59+00:00
19453,11.0,,,,2023-02-13 04:27:39+00:00
19459,11.0,,,,2023-02-13 04:30:18+00:00
19461,11.0,,,,2023-02-13 04:32:59+00:00
19465,11.0,,,,2023-02-13 04:35:39+00:00
19471,11.0,,,,2023-02-13 04:38:19+00:00
19473,12.0,,,,2023-02-13 04:40:59+00:00
19477,12.0,,,,2023-02-13 04:43:39+00:00
19481,12.0,,,,2023-02-13 04:46:19+00:00
19487,12.0,,,,2023-02-13 04:48:59+00:00
19489,12.0,,,,2023-02-13 04:51:39+00:00
19493,13.0,,,,2023-02-13 04:54:20+00:00
19499,13.0,,,,2023-02-13 04:57:00+00:00
19501,13.0,,,,2023-02-13 04:59:41+00:00
19507,14.0,,,,2023-02-13 05:02:21+00:00
19509,14.0,,,,2023-02-13 05:05:01+00:00
19515,14.0,,,,2023-02-13 05:07:40+00:00
19517,14.0,,,,2023-02-13 05:10:21+00:00
19523,14.0,,,,2023-02-13 05:13:01+00:00
19527,14.0,,,,2023-02-13 05:15:41+00:00
19531,15.0,,,,2023-02-13 05:18:21+00:00
19533,15.0,,,,2023-02-13 05:21:01+00:00
19539,15.0,,,,2023-02-13 05:23:42+00:00
19541,15.0,,,,2023-02-13 05:26:22+00:00
19547,16.0,,,,2023-02-13 05:29:02+00:00
19551,16.0,,,,2023-02-13 05:31:42+00:00
19553,16.0,,,,2023-02-13 05:34:22+00:00
19557,16.0,,,,2023-02-13 05:37:03+00:00
19563,16.0,,,,2023-02-13 05:39:43+00:00
19565,17.0,,,,2023-02-13 05:42:22+00:00
19569,17.0,,,,2023-02-13 05:45:02+00:00
19573,17.0,,,,2023-02-13 05:47:43+00:00
19579,17.0,,,,2023-02-13 05:50:24+00:00
19583,18.0,,,,2023-02-13 05:53:03+00:00
19585,18.0,,,,2023-02-13 05:55:44+00:00
19591,18.0,,,,2023-02-13 05:58:23+00:00
19595,18.0,,,,2023-02-13 06:01:04+00:00
19599,19.0,,,,2023-02-13 06:03:44+00:00
19601,19.0,,,,2023-02-13 06:06:25+00:00
19605,19.0,,,,2023-02-13 06:09:04+00:00
19609,19.0,,,,2023-02-13 06:11:45+00:00
19615,19.0,,,,2023-02-13 06:14:25+00:00
19619,20.0,,,,2023-02-13 06:17:06+00:00
19621,20.0,,,,2023-02-13 06:19:45+00:00
19627,20.0,,,,2023-02-13 06:22:25+00:00
19629,20.0,,,,2023-02-13 06:25:05+00:00
19633,20.0,,,,2023-02-13 06:27:45+00:00
19637,21.0,,,,2023-02-13 06:30:26+00:00
19643,21.0,,,,2023-02-13 06:33:06+00:00
19647,21.0,,,,2023-02-13 06:35:45+00:00
19651,21.0,,,,2023-02-13 06:38:25+00:00
19653,21.0,,,,2023-02-13 06:41:06+00:00
19657,22.0,,,,2023-02-13 06:43:46+00:00
19663,22.0,,,,2023-02-13 06:46:26+00:00
19667,22.0,,,,2023-02-13 06:49:07+00:00
19669,22.0,,,,2023-02-13 06:51:47+00:00
19675,22.0,,,,2023-02-13 06:54:26+00:00
19679,23.0,,,,2023-02-13 06:57:07+00:00
19683,23.0,,,,2023-02-13 06:59:47+00:00
19685,23.0,,,,2023-02-13 07:02:28+00:00
19689,23.0,,,,2023-02-13 07:05:07+00:00
19693,23.0,,,,2023-02-13 07:07:50+00:00
19697,24.0,,,,2023-02-13 07:10:27+00:00
19701,24.0,,,,2023-02-13 07:13:07+00:00
19707,24.0,,,,2023-02-13 07:15:48+00:00
19711,24.0,,,,2023-02-13 07:18:28+00:00
19715,25.0,,,,2023-02-13 07:21:08+00:00
19719,25.0,,,,2023-02-13 07:23:48+00:00
19721,25.0,,,,2023-02-13 07:26:29+00:00
19727,25.0,,,,2023-02-13 07:29:23+00:00
19731,25.0,,,,2023-02-13 07:30:19+00:00
19733,25.0,,,,2023-02-13 07:31:49+00:00
19739,25.0,,,,2023-02-13 07:34:29+00:00
19741,25.0,,,,2023-02-13 07:37:09+00:00
19745,25.0,,,,2023-02-13 07:39:49+00:00
19749,25.0,,,,2023-02-13 07:42:29+00:00
19755,25.0,,,,2023-02-13 07:45:10+00:00
19757,25.0,,,,2023-02-13 07:47:49+00:00
19763,25.0,,,,2023-02-13 07:50:30+00:00
19765,26.0,,,,2023-02-13 07:53:12+00:00
19769,26.0,,,,2023-02-13 07:55:50+00:00
19775,26.0,,,,2023-02-13 07:58:30+00:00
